Column1;acctdesc;location;following;followers;totaltweets;usercreatedts;tweetcreatedts;retweetcount;hashtags;text;target
1399;Somos seres culturales y las artes son herramientas esencialmente importante para el desarrollo de una sociedad.;Santiago, Chile;325;283;779;18/09/2020 2:43;30/12/2020 20:56;0;[];@LaNegraKathy_ Un país de inmigrantes que arrasó con los pueblos originarios hasta el día de hoy.... que pregunta más irracional, deberían censurarte.  Bienvenido todo inmigrante que seguro cualquiera es mejor persona que tú.;0
1429;✨𝑨𝒍𝒎𝒐𝒔𝒕 𝑨𝒃𝒐𝒈𝒂𝒅𝒂 𝒆𝒏 𝒍𝒂 𝑼𝑩𝑨✨;Buenos Aires, Argentina;1269;873;35510;09/04/2010 15:07;30/12/2020 20:08;0;[];No me sorprende de familiares que siguen usando el “negro de mierda”. Después en Facebook somos todos buenos LOS MEJORES;0
1432;;;372;184;2224;08/03/2010 2:49;30/12/2020 20:06;8;[];@MJED_82 @IgnatiusIgnacio @anzunza Blablabla, yo también soy inmigrante en otro país, y mis costumbres tuve que cambiarlas, por que yo soy el invitado,y yo soy era el que tenia que adaptarme, no al revés.;0
1465;Y nada más...;Madrid;3683;2383;11168;09/02/2010 10:56;30/12/2020 19:21;0;[];"@tawfi78682819 @ivanedlm Qué pena que a algunos no os de ni para diferenciar un inmigrante legal de uno ilegal.
""Presuntamente ha delinquido"", otra perlita. Existe la presunción de inocencia, no la presunción de delincuencia";0
1469;#mARQo #Taller2Arquitectos https://t.co/AbXH6ik9K8 #SoloConstituyentesLimpiosIndependientes;Chile;510;502;25903;04/08/2011 17:33;30/12/2020 19:17;0;[];@thispaulaa @seanlole Yo soy más viejo que tú, pero lo conocí en los ochenta por ser hijo de inmigrante 👌🏽👌🏽👌🏽;0
1494;he/him;;84;27;125;30/07/2018 1:15;30/12/2020 18:48;0;[];muy pro-vida pero te dejaría morir en el medio del mar por ser inmigrante... 🥱😴;0
1515;Mum of three;London, England;8;6;505;23/07/2010 12:06;30/12/2020 18:37;0;[];@Manufer222 Abuelo, pero ni sabes la diferencia entre un inmigrante y un emigrante.;0
1516;Padre de familia licenciado en Historia y emprendedor de nuevas tecnologías. Con VOX en Cortes de CYL y resp de comunicación en VOX Palencia . #Españasiempre;España;1073;5054;50588;29/04/2013 23:48;30/12/2020 18:33;8;[];Igea ofrece Castilla y León para acoger a menas. https://t.co/eTGBxgWkUB;0
1526;𝕥𝕣𝕖𝕒𝕥 𝕡𝕖𝕠𝕡𝕝𝕖 𝕨𝕚𝕥𝕙 𝕜𝕚𝕟𝕕𝕟𝕖𝕤𝕤;Santo Tomé, Argentina;953;625;9587;05/07/2017 0:47;30/12/2020 18:19;0;[];Me rompe las bolas q digan salvemos las dos vidas y cuando ven a un pibe en la calle le dicen negro de mierda, no se le acercan ni con un palo, ignoran completamente su situación;0
1529;Página de los tripulantes de la flota de #SalvamentoMarítimo.;España;6158;5888;9336;23/09/2013 14:21;30/12/2020 18:15;6;[{'text': 'GranCanaria', 'indices': [126, 138]}, {'text': 'MásManosMásVidas', 'indices': [261, 278]}];"Efectivos de @salvamentogb salvan a 46 personas migrantes de origen subsahariano cuando se encontraban a la deriva, al sur de #GranCanaria. Las rescatadas han sido trasladadas hasta Arguineguín y se encuentran en buen estado de salud.

https://t.co/H3FjkAd3Mo

#MásManosMásVidas";0
341;🐳;Montevideo City;775;983;20448;19/03/2009 23:20;29/12/2020 19:07;0;[];@Etchegaray_MeR @HistoryPhotosUy Tengo entendido que el que sacó la foto fue el almacenero de la cuadra, don Henrique Cártier Bressones, un inmigrante vasco francés como usted.;0
877;Conectamos al mundo a través de la información.;World Wide Web;37664;47753;1727455;24/11/2015 21:41;29/12/2020 12:36;0;[];🔴 ¿Existe alguna persona en la Tierra que no sea un inmigrante? https://t.co/2RdFhWLnsM;0
2;"""No hay Proa que Taje una Nube de Ideas"". Jose Marti. Soy Cubano 100% y  dominicano también. Cómputos e Internet , SEO. Periodismo Alternativo.";Santo Domingo;1259;2284;111054;02/05/2010 17:09;25/12/2020 23:57;0;[];@VictorYgnacio @carlosrpevertsz @edwraposo si el inmigrante no cumple la pey al pais que llega es porque el pais que los acoge no los hace cumplir la ley.;0
8;;Santiago;118;149;3462;05/08/2012 21:11;25/12/2020 23:48;0;[];@Ely___O La familia había pedido que no se difundirán fotos aún y la verdad es que estoy de acuerdo con que dejen de decir si es trans o inmigrante porque eso no importa. Lo que importa es que esta persona mato a María Isabel y merece que le caiga todo el peso de la justicia y más.;0
11;"『₂₀』Blue Lock fan account
Matching con @hache_afk
#HibridoGang";;96;66;2580;27/05/2016 13:02;25/12/2020 23:46;0;[];@lovessickboy Sorry bro estos días tengo la casa como piso patera y no he podido jugar mucho 😔;0
18;"""No hay Proa que Taje una Nube de Ideas"". Jose Marti. Soy Cubano 100% y  dominicano también. Cómputos e Internet , SEO. Periodismo Alternativo.";Santo Domingo;1259;2284;111054;02/05/2010 17:09;25/12/2020 23:33;0;[];"@VictorYgnacio @carlosrpevertsz @edwraposo es que ese NO ES EL TEMA.

no entiendo como desde un pais emisor de emigrantes, no se entienda la inmigración, pues todos emigran por lo mismo.

Quien desde aqui se pide irrespete al inmigrante entonces no respeta a sus propios emigrantes";0
21;;;161;48;5583;20/01/2011 23:37;25/12/2020 23:26;0;[];"@Mikil54 Pues claro que la hay.
¿Cuántos africanos llegan a EEUU en patera cruzando el mar? Ninguno ¿Es que EEUU no roba a África? Claro que sí, pero no van porque saben que es imposible.
Aquí se podría resolver, pero es más barato no hacerlo y dejar que algunos se ahoguen.";0
23;Game Developer. Software Engineer. Working class Programmer.;;199;319;6657;19/01/2015 15:31;25/12/2020 23:14;0;[];@militaresantifa Jesucristo hoy en día moriría ahogado en el mar, intentando cruzar en una patera.;0
26;Precisamente publicamos aquellos datos que siempre quieres conocer.;World Wide Web;51212;61678;1830031;02/12/2015 11:59;25/12/2020 23:09;0;[];🗞️ ¿Existe alguna persona en la Tierra que no sea un inmigrante? https://t.co/B9Hpuhh11i;0
27;🍇🔮🌸;;353;30;547;06/07/2019 21:50;25/12/2020 23:07;0;[{'text': 'JusticiaparaMariaIsabelPavez', 'indices': [133, 162]}];wn QUÉ IMPORTA si es trans, mujer, inmigrante ilegal, o roomie del otro enfermo, lo importante es que ES UN FEMINICIDA Y ESTÁ SUELTO #JusticiaparaMariaIsabelPavez;0
28;"A todo el mundo le encanta la sinceridad, hasta que conocen a alguien que la practica.
🧀🐀🐁Que se yo, hablo sobre mis mierdas y retwitteo cosas guays.";Miami, Madrid;335;360;50962;15/06/2013 15:34;25/12/2020 23:05;0;[];Me gustan los de la derecha pero me da una pereza pelarlos y encima yo quito hasta la linea negra de mierda que tienen porq me da asco asiq al final no me como ninguna por pereza. https://t.co/p86Xvmfkxg;0
29;;;161;48;5583;20/01/2011 23:37;25/12/2020 23:05;0;[];"@Mikil54 Lo que es imposible es cruzar cientos de kilómetros de mar en una patera. Otra cosa es que te recojan en el mar a los 15 minutos de salir y te lleven en barco.
Solo hay que proteger unos pocos puntos verdaderamente cercanos y nunca más se volvería a ahogar un inmigrante en el mar";0
30;to perdía pero no pasa na🥰👊🏻;Las Palmas de Gran Canaria, Es;319;67;4154;01/07/2019 12:05;25/12/2020 23:03;0;[];echo de menos al piso patera-bollera...;0
43;Venezolano. Ayudando a mi país a recuperar el Estado de Derecho. Viva mi patria Libre!;United States;5321;21704;152821;30/04/2010 0:01;25/12/2020 22:39;0;[];@LDeLION @juanborrelli Es un recuerdo que tengo del abasto de mi papá inmigrante portugues.;0
45;;;133;1;3;03/09/2017 8:31;25/12/2020 22:34;0;[];@GuzmanGarmendia @salvadorilla Simplemente admirable.... hablo como inmigrante agradecido.;0
48;;;298;58;2056;19/09/2011 14:35;25/12/2020 22:33;0;[];@AzoteProgre6 @Eden2R @CensoredJules @vox_es Ni puta idea tienes tú. Los menas lo que son es niños. Menores. Todo lo demás es el racismo que se te va cayendo en los twits;0
55;"Juego a diario al escondite en un ascensor.
En la copa, el hielo siempre frío mejor que caliente, gracias.
Mi sueño es acariciar un Kapibara o un Koala.";Málaga, España;116;39;1955;18/05/2011 23:59;25/12/2020 22:25;0;[];@vox_es Jesucristo era un inmigrante y era comunista. Empezad a usar el agua oxigenada para la herida.;0
61;"Todos los niños tienen derecho a nacer. Y a conocer a su padre y a su madre y el origen de sus genes.
https://t.co/pSqQ2F9kF6";;12;214;30022;14/02/2016 22:02;25/12/2020 22:15;0;[];"@Padylla @laprovincia_es @eldia ¿Cómo vas ser inmigrante alguien en su propio país?

No decís más que gilipolleces!

José y María iban a empadronarse ¡en su propia ciudad! https://t.co/d6zdusmARz";0
63;;;217;343;429;14/12/2018 13:06;25/12/2020 22:14;4;[{'text': 'Motril', 'indices': [136, 143]}, {'text': 'viasseguras', 'indices': [267, 279]}];Guardia Civil intercepta a 5 inmigrantes en una patera.El servicio marítimo de la Guardia Civil ha trasladado este viernes al puerto de #Motril  cinco personas de origen marroquí que navegaban en una embarcación que ha sido interceptada en las cercanías de Almuñécar.#viasseguras https://t.co/T6dtgNm4kZ;0
90;;;5235;5530;125166;26/05/2014 17:49;25/12/2020 21:23;12;[];Barco-Taxi de Salvamento Marítimo ha recogido este jueves en aguas del Estrecho de Gibraltar a 33 inmigrantes de Marruecos de una patera con rumbo a Cádiz. Helena Maleno avisó a las 16 horas y en media hora estaban a bordo. Ahora meten a una mujer y su niño para presionar. https://t.co/tMPMdETssT;0
91;Técnico Comercial y Economista del Estado. Senior Research Fellow @rielcano, Adjunct Professor @IEUniversity, Co-editor @blognewdeal. Columnist @voz_populi;;2328;7229;12574;12/05/2014 2:06;25/12/2020 21:19;0;[];@MCaceresMari Cierto, ser inmigrante europeo en el Reino Unido no va a ser fácil, me temo. Los que ya residían desde hace años están cubiertos por el Acuerdo de Retirada. Los que no, sufrirán la incertidumbre.;0
93;🏳️‍🌈♥  Futura Maestra 👩🏽‍🏫❤️Fútbolera de corazón blanco ⚽⚪ #DefiendeLosRallyes 🚗💨;Badajoz, España;1961;1440;96991;03/03/2012 14:26;25/12/2020 21:15;1;[];Pues si, prefiero que le den una ayuda a un inmigrante que viene huyendo de la puta guerra y la pobreza antes que a ti, que vives en el primer mundo quejandote de que no te dan ayudas porque “no llegas a fin de mes” caundo tienes a tus hijxs en un concertado, vives bajo un techo;0
125;YO ERA DIPUTADO POR ÁVILA.;Refugiado;2542;3281;142047;08/12/2010 19:29;25/12/2020 20:24;0;[];Católico practicante ofendido con este tweet, ¿por qué te ofendes si no eres de los que se manifiestan, bien en la calle, bien en RRSS, en contra de las personas migrantes que llegan en patera? O si lo haces, ¿por qué te molesta el tweet? https://t.co/1m292C26WL;0
127;"Nací donde el tiempo pasaba lento: era feliz.
Crecí en tierras de sueños truncados: aprendí.
Vivo en un país INFESTADO de corruptos y FASCISTAS.
¡A combatirl@s!";Barcelona, España;812;711;17751;01/01/2017 16:44;25/12/2020 20:23;0;[];"@vox_es A JESÚS, hoy en día, lo habríais dejado morir en altamar porque era INMIGRANTE. 

¡FARISEOS!

Días ASCO los PARÁSITOS de @vox_es

https://t.co/NgkTlCjvul";0
133;;;725;417;4690;05/03/2020 14:48;25/12/2020 20:12;0;[];@martabori52 @FerranPique Me encanta no hacer falta en un país xenófobo, es un honor para mí. No soporto los insultos ni los desprecios. Yo sé defenderme no poniendo los pies allí, pero un inmigrante castellanohablante no espera esas actitudes.;0
135;"Perfil oficial de #101tvmalaga
📺Noticias, programas y mucho más 
💻Toda la información y última hora de la provincia de #Málaga
🗨600060897";Málaga, España;2202;26409;74266;06/03/2012 18:05;25/12/2020 20:00;0;[{'text': 'MIGRACIÓN', 'indices': [0, 10]}];"#MIGRACIÓN 👉🏼 El número de migrantes llegados en patera a la provincia de Málaga ha bajado más de la mitad con respecto al año anterior

https://t.co/8ueK3TWY8v";0
170;"Diario digital de información, análisis e ideas para lectores críticos. +Q1Diario. Libre e independiente.
http://t.co/DIXgwooXUz";Granada, Andalucía, España.;872;10445;44839;16/01/2015 13:31;25/12/2020 18:54;5;[];"Fallece uno de los tres migrantes hospitalizados tras ser rescatados la pasada Nochebuena en Motril.

👉Con su fallecimiento ya son cinco las personas que navegaban en la patera rescatada que han perdido la vida.

📷Alba Feixas @FeiGar

https://t.co/itvmGr8x8O https://t.co/Z2b8HT8tlr";0
180;Periódico digital de la costa de Granada y Alpujarra;Motril, Spain motrildigital@yahoo.es;16426;18627;50346;13/10/2012 17:34;25/12/2020 18:39;0;[];Motril: Un inmigrante muere de hipotermia tras ser asistido en el Hospital https://t.co/m34jpqrnCt;0
183;"Empresario, Chileno, Institutano, Biologo Marino,Univ.Catolica,Chile.
Amo a Venezuela, mi segunda patria por 35 años .
Independiente.";Providencia, Chile;233;56;5820;29/03/2012 17:45;25/12/2020 18:36;1;[];@monterogabriela Gracias Gabriela. Concentra la escencia de mi nostalgia por Venezuela. Mis hijos, hoy adultos y padres, vivieron con esta melodía en su niñez, y me acompañó por siempre en mis 30 años de inmigrante. Hermoso regalo.;0
190;IG: @PoshboyVIP / POP Culture, Moda, Literatura, Música, Filosofía, Dolce Vita... CEO @VIPNetVe COO @esissatelital PR @globalplusweb @satelitalplus;Maracay, Venezuela;2388;1733;25117;24/07/2007 15:47;25/12/2020 18:14;0;[];"Venecos: “No entiendo la xenofobia! Por qué tanto odio?! Basta de segregación al inmigrante venezolano!”

Also Venecos: https://t.co/kqWVtMKaAK";0
193;;;3;2;80;08/08/2017 10:24;25/12/2020 18:09;0;[];@TeresaRodr_ Vaya, ahora los anticristianos nos dan lecciones de cristianismo. Su ego es tan grande que deben dar lecciones hasta de lo que ignoran. Espero que acojas un inmigrante en tu casa, en vez de darnos lecciones de moral que no te aplicas. Demasiada hipocresía y demasiado ego.;0
194;Venezolanisima forever! amante de mi país, amante de los animales.;Lago de Como, italia;638;1179;342570;02/12/2011 22:42;25/12/2020 18:07;1;[];@prodavinci @miguelsantos12 Este articulo lo lei hace tiempo y me parecio hermoso, conmovedor y a la bez muy util porq habla de herramientas concretas para sobrevivir cuando se es inmigrante!;0
197;"Rolero novato (Ren'dorei)

Amante del lore de múltiples universos. 

A veces dibujo e inundo la TL con mis gatos.";Bastión de Acherus.;990;832;22523;05/06/2014 11:04;25/12/2020 18:00;0;[];@vox_es Porque no poneis fotos de los que moriran en alta mar por vuestra negativa a ayudar a los inmigrantes que se juegan la vida en una patera?;0
203;Marxista, comunista. Graduado en Historia. Biblioteca: https://t.co/uYubfDs2N7;Cantabria;96;1919;46545;11/06/2017 18:05;25/12/2020 17:49;0;[];"Según el evangelio de Mateo, José, María y Jesús tuvieron que huir a Egipto porque un ángel se lo ordenó al primero advirtiéndole de la inminente matanza de los inocentes ordenada por el rey Herodes. Así que lo de inmigrante y refugiado pues parece que si.
https://t.co/ycbVJIyAeV";0
206;Teólogo formado pela EST, pastor da IECLB. Antifascista, antinazista, antiracista, antihomofóbico, que busca viver o amor incondicional de Deus.;Rio das Antas SC;2829;2144;20324;13/01/2009 11:01;25/12/2020 17:48;0;[];Feliz Navidad! A un Cristo que fue inmigrante y soñaba con una sociedad más justa. https://t.co/U2U7GiHfbp;0
212;Politólogo | Profe UCR en Costa Rica - estudiante en Madrid | Dos Maestrías en proceso | estudioso de las migraciones y DDHH | acumulador de libros | cafetero;Getafe, España;303;466;5233;08/06/2011 16:42;25/12/2020 17:28;0;[];Hoy se simboliza el nacimiento de un inmigrante, pobre, sin padre biológico, perseguido y juzgado sin conocerle. Y que propugnó amor a todos sin distinción. Aquí no calzan fundamentalismos que persiguen y condenan en su nombre. ¡FELIZ NAVIDAD, PARA TODOS Y TODAS POR IGUAL! 😀;0
219;Diseñadora UChile - https://t.co/rOoX77sT1P - Degustadora de papas fritas y catadora amateur de cualquier brebaje etílico.;Santiago;672;404;4091;24/02/2009 3:27;25/12/2020 17:15;0;[];@JovitaCastill11 @panxoandres Jajajajajajajajajajajajajajajaj yo no soy inmigrante, pero si lo fuera, qué tiene? Acaso es algo malo querer buscar mejor vivir en otro lugar? Todos tenemos raíces de otros lugares, porque la migración siempre ha existido. Así que no hable weás señora;0
220;"Ni dios, ni patria, ni rey
#CarpeDiem
I❤️NBA #RealMadrid #Cineserieadicto";;594;151;14907;07/08/2019 20:02;25/12/2020 17:13;0;[];Son tan hipócritas que adoran a un inmigrante pobre... https://t.co/7xDo4NQCuV;0
228;La sinceridad, alegría y solidaridad. Amo a mi país. Detesto el comunismo.;;603;154;12617;23/01/2019 16:49;25/12/2020 16:58;1;[];@FCANIZALEZB @Rosmarbr Cierto. No es fácil ser inmigrante. Hay costumbres y comidas típicas de otros países que son feas. Y muchas veces no es que no busquen adaptarse, sino que la gente es excluyente. No es como en Venezuela que los extranjeros forman parte de la catidianidad del venezolano.;0
230;Rid liberalism, entitlements and free loaders to save the country.;CA;720;356;11327;29/05/2009 1:20;25/12/2020 16:54;0;[];"https://t.co/bCwJssP6Z8 
Gracias Rush!!! Usted me ayudo a descubrir la parte conservadora dentro de mi. Gracias a usted, he pasado de ser un inmigrante ciudadano mediocre a un ciudadano que ama y busca lo mejor para este, nuestro USA. 
Con Dios, la esperanza nunca muere.";0
234;📺 @Univision 🖊 @WashingtonPost @El_Universal_Mx @Letras_Libres 📰 @NewYorker @Atavistmag @Slate 🎙@HistoriasPer  Opinions are mine, not @univision’s.;Los Angeles, CA;19050;1492233;146118;12/04/2007 0:11;25/12/2020 16:48;6;[];"Una gran historia del destino de un pequeño negocio en Nueva York, con un inmigrante como entrañable protagonista.

What Happened When Henry Yao Almost Went Bust https://t.co/UtFELpcK8w";0
235;"Sra muy orgullosa de su familia ; esforzada , sumamente zurda , que ama su trabajo; y que nunca  ha olvidado sus inicios , luchas y valores .";Antofagasta, Chile;3100;2312;106228;16/01/2015 12:30;25/12/2020 16:48;0;[];@lizanzurdaantof Jesus era , en realidad , un inmigrante en ese momento de su nacimiento ... ya que Jose estaba buscando un lugar para vivir  tranquilo y poder trabajar  y Maria , su esposa , estaba esperando a Jesus ... Jesus si existio y si estuviera ahora apoyaria a los mas desposeidos !!.;0
238;"Coordino la @PLACA Editor en @_ultramarina_ 
Toco en #buenossalvajes @monosabiorecord

Mi religión: no interactúo con cuentas no verificadas.";Madrid;586;1429;26274;09/03/2009 17:55;25/12/2020 16:44;0;[];@mj_mjcl @AnabelAlonso_of Qué duro debe ser tú, con tan feos sentimientos hacia otros. Soy inmigrante aquí y te doy mi apoyo, si quieres salir de esa vileza moral, con gusto te ayudo y apoyo. Hay otra vida posible.;0
246;Public-interest technologist. Feminist. PhD student, privacy/data protection, requirement eng. & security |Semiphemeral| I'm the god of typos and friendly in RL;France;1101;4265;5484;11/06/2010 23:01;25/12/2020 16:33;0;[];@__VeTe__ ?? Nadie habla de criminalizar, son simplemente distintas formas de obtener cuidadania. En Fr, so estudias en una U y te quedas dos años puedes postular, o trabajando 5, etc... y ojo que yo soy inmigrante en Francia;0
270;Retired Military & BASF! - Happily Married - MAGA - PMPK - America 1st - IFB - No DM’s - I block Porn.;Dewey, OK;17278;15757;70325;17/11/2011 2:46;25/12/2020 15:35;0;[];Inmigrante mexicana habla de su experiencia y por qué apoya al president... https://t.co/6KQ8XFapZF via @YouTube;0
272;"100% Reggaeton Radio - 
iOS App: https://t.co/yo52IGkgrk
Android App: https://t.co/QPYzmWcoWo";;12;254;71571;27/05/2018 19:42;25/12/2020 15:30;0;[];Sonando Ahora: Amame by Tico El Inmigrante Ft. Franco El Gorila - Visita: https://t.co/J0kbY1h5B8 https://t.co/yZXjbgQkNt;0
274;;España;3;3;310;21/01/2018 16:02;25/12/2020 15:25;0;[];@TeresaRodr_ Un judío en Judea inmigrante, es como decir un español inmigrante en España o un turco inmigrante en Turquía;0
278;Venezolano en Chile 🇨🇱🇻🇪;Metropolitana de Santiago, Chi;1383;749;1224;12/05/2009 23:08;25/12/2020 15:19;0;[];@Rosendo03292225 @DptoExtranjeria Amigo le digo algo soy inmigrante y eso que le dijeron es una gran mentira sin papeles le recomiendo no venir es un país complicado si no tienes documentos mejor hagan todo legal quienes se han autodenunciado si bien no van presos ni nada por el estilo, pero si les ha ido muy mal;0
283;Cuenta oficial de La Opinión de Málaga (@PrensaIberica). C/Salvago, 3, 3º 📞 952 126 200 | 📧redaccion@laopiniondemalaga.es I Telegram: https://t.co/0Idgxpucq6;Málaga (Spain);3323;145577;119902;28/10/2009 12:16;25/12/2020 15:01;1;[];"Frente a las 2.150 personas contabilizadas en Málaga en 2019, este año han sido rescatados y trasladados al puerto de Málaga 936 inmigrantes, según los datos de la Subdelegación del Gobierno.
https://t.co/PFFuz1mniI";0
288;Cuanto mas grande es el caos mas cerca esta la@solucion . M.A.G.A ❤️👍🇺🇸🙏🏻👍;Estados Unidos;156;984;86641;27/12/2014 3:27;25/12/2020 14:55;0;[];@simondiceyhace @dayanar29 Porque entendemos que el inmigrante cuando llega un país nuevo puede tardar un mes o dos meses en estabilizarse eso yo lo entiendo porque yo también fui migrante pero señores ya todo este tiempo se supone que esos inmigrantes tienen que estar trabajando no chuleando un estado;0
289;Cuanto mas grande es el caos mas cerca esta la@solucion . M.A.G.A ❤️👍🇺🇸🙏🏻👍;Estados Unidos;156;984;86641;27/12/2014 3:27;25/12/2020 14:54;0;[];@simondiceyhace @dayanar29 Porque cuando los países te dan donaciones es para que se ayude no solo al inmigrante sino también a los que están en el país que son los que recogen de la basura entonces ayuda tiene que llegar de una u otra forma;0
290;Freelance Photojournalist | British Journalism Awards winner 2019 | AP contributor | Member of https://t.co/GFZRcI8H8p #blacksheep 📩javier@javierfergo.com;Andalucía, España;1556;1566;4071;10/01/2010 23:05;25/12/2020 14:54;1;[{'text': 'covidphotodiaries', 'indices': [160, 178]}];"Dos jóvenes africanos descansan junto a una patera mientras observan a turistas disfrutar de la playa de Puerto Rico en Mogán, Gran Canaria. 
Mi foto de hoy en #covidphotodiaries 👉🏼 https://t.co/CJGArHcJjF https://t.co/j8F0k3ep2a";0
291;"Música para el alma, buenos libros para la mente, gimnasia para el cuerpo.

Si me sigues, te sigo.";España;469;446;9833;11/11/2019 19:18;25/12/2020 14:53;0;[];@CarmenCastill50 @AlexViladot @Igarrigavaz Es que hace falta eso para que seas considerado ESTADÍSTICAMENTE como inmigrantes. Es fácil: Un alemán que va de Munich a Hamburgo no es inmigrante, como tampoco lo es un italiano que se traslada de Nápoles a Roma.;0
293;"Música para el alma, buenos libros para la mente, gimnasia para el cuerpo.

Si me sigues, te sigo.";España;469;446;9833;11/11/2019 19:18;25/12/2020 14:51;0;[];@AlexViladot Ya, te pongas como te pongas, los movimientos internos entre personas del mismo país no son población inmigrante. En España (y todo el mundo) se cuenta como población inmigrante a la que es de fuera de el país.;0
300;Inmigrante Venezolano emprendedor,  aprovechando cada día me da Dios para aprender el camino que me toco.;Chile;1587;1249;26819;25/05/2010 4:19;25/12/2020 14:43;0;[{'text': 'Chile', 'indices': [58, 64]}];@JuanKBarth1 @laurabajate Soy inmigrante, con dos años en #Chile tengo algunos meses emprendiendo. Hace un mes forme mi propia empresa y le dije Chao a mi zona de confort,admito no ha sido fácil por mi posición, pero ha sido lo más satisfactorio. Gracias chile;0
312;El Derecho, como el aire, está en todas partes', escribió Carlos Santiago Nino. Soy abogado.;Caracas - Venezuela;1152;3312;3295;07/01/2013 19:39;25/12/2020 14:25;5;[];"“Venimos de la noche y hacia la noche vamos.” 

La frase es del poeta Vicente Gerbasi (1913-1992), en ‘Mi padre el inmigrante.’

La pronuncia un amigo venezolano que se mudó a Chile huyendo del neocomunismo. Teme que algo parecido derive del proceso constituyente chileno.";0
316;Todas las #noticias y #ÚltimaHora de #Cádiz y #ProvCádiz.Conéctate con nosotros también en Facebook: http://t.co/KKE55vjuRv;Cádiz;345;50259;134904;06/11/2008 9:39;25/12/2020 14:15;0;[{'text': 'Cádiz', 'indices': [81, 87]}];Rescatadas 33 personas de una patera en el Estrecho de Gibraltar @salvamentogob  #Cádiz https://t.co/z6gE9ou3Cr;0
357;"Bilis y propaganda comunista. We/us

  
                      
Secundaria: @renacuajogrado";Sapogrado;264;2495;24243;20/05/2020 23:49;25/12/2020 12:59;0;[];"Si yo voy de visita a Cataluña y me enamoro de esa hermosa tierra y decido quedarme a vivir allí ni soy un inmigrante ni pretendo ""españolizar Cataluña"".";0
358;"Bilis y propaganda comunista. We/us

  
                      
Secundaria: @renacuajogrado";Sapogrado;264;2495;24243;20/05/2020 23:49;25/12/2020 12:59;0;[];"Si un gallego en paro encuentra curro en cataluña y se muda allí NO es un inmigrante que va a ""españolizar Cataluña"".";0
359;"Bilis y propaganda comunista. We/us

  
                      
Secundaria: @renacuajogrado";Sapogrado;264;2495;24243;20/05/2020 23:49;25/12/2020 12:59;0;[];"Y me exactamente igual a cuántos seguidores y mutuals les moleste que me posicione de forma tajante en este tema. 

Si un Murciano se echa una novia catalana y se va a vivir allí NO es un inmigrante que va a ""españolizar Cataluña"".";0
370;Televisión Local de Málaga;Málaga;4899;7930;24617;14/10/2013 10:02;25/12/2020 12:42;0;[];Baja más de la mitad el número de migrantes llegados en patera en Málaga en 2020 https://t.co/qABg81w9XJ;0
373;"Cuenta oficial de la Radio - Televisión pública de Málaga. 
📻 Sintoniza 97.4 FM
Instagram: https://t.co/wpeUXlHs8j
Facebook: https://t.co/BuabJIAEwO";Málaga;1839;18775;92656;01/07/2011 20:31;25/12/2020 12:34;0;[];"Baja más de la mitad el número de migrantes llegados en patera hasta las 936 personas este 2020, según @GobiernoMalaga.

El número de embarcaciones también ha descendido, pasando de 82 en 2019 a 48 este año. https://t.co/y2dOhqy3HE";0
377;"LA CARA DE LA AEAT.
Trabajamos en dptos. de: RENTA, ADUANAS,  S.V.A., AGENTES, RECAUDACIÓN, INSPECCIÓN, TÉCNICOS, INFORMÁTICA TRIBUTARIA, etc. Somos: GRUPOS CES";En Junta de Personal, Madrid;856;1468;3073;16/01/2017 18:01;25/12/2020 12:29;0;[];"Salvamento Marítimo ha rescatado al sur de Motril, este jueves, a 39 personas de origen subsahariano que viajaban en una patera a la deriva por el mar de Alborán.
Un avión del Servicio de Vigilancia Aduanera avistó la embarcación.
 via @el_pais https://t.co/LLqS9E00pE";0
421;"Música para el alma, buenos libros para la mente, gimnasia para el cuerpo.

Si me sigues, te sigo.";España;469;446;9833;11/11/2019 19:18;25/12/2020 10:45;0;[];@AlexViladot @CarmenCastill50 @Igarrigavaz Un extremeño en Cataluña, un Gallego en Madrid o un Balear en Castilla y León no es un inmigrante, crack.;0
461;Mantente informado a toda hora en #luperondigital, el portal que te mantiene conectado con las noticias de hoy en la República Dominicana.;Santo Domingo;8;31;8937;22/04/2016 21:35;25/12/2020 8:42;0;[];Familia inmigrante inicia una exitosa empresa con solo 80 dólares en Los Ángeles https://t.co/D2YNDwiPOc https://t.co/wN92ZMc5nS;0
473;Todas las noticias locales de Andalucía. La información de más de 60 ciudades al instante, en un solo click.;Andalucía (España);1236;11589;135901;04/02/2011 13:17;25/12/2020 8:04;0;[];Trasladan a Algeciras a 33 inmigrantes, entre ellos un niño, rescatados de una patera https://t.co/XGBeE4xXNW;0
480;Realizador audiovisual. Productor periodístico de @AnnurTv. Musulmán.;Buenos Aires, Argentina;807;329;1899;18/07/2015 21:30;25/12/2020 7:32;0;[];@sosagustina Miguel Georgalos tuvo asesoramiento también de un inmigrante libanés, también del barrio de Floresta, cuyo nombre no recuerdo. El “halva” es un derivado del “halawa” el dulce de sésamo original de procedencia árabe. Parezco el viejo de Mi Gran Casamiento Griego pero árabe 😂.;0
